iShares Russell 3000 ETF
Fund Holdings as of,"Nov 09, 2021"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"HAE","HAEMONETICS CORP","Health Care","Equity","831,422.20","0.01","831,422.20","13,811.00","60.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRTC","IRHYTHM TECHNOLOGIES INC","Health Care","Equity","828,488.85","0.01","828,488.85","8,035.00","103.11","United States","NASDAQ","USD","1.00","USD","-"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Real Estate","Equity","827,469.04","0.01","827,469.04","28,222.00","29.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AUB","ATLANTIC UNION BANKSHARES CORP","Financials","Equity","826,894.73","0.01","826,894.73","22,403.00","36.91","United States","NASDAQ","USD","1.00","USD","-"
"LESL","LESLIES INC","Consumer Discretionary","Equity","827,620.85","0.01","827,620.85","35,293.00","23.45","United States","NASDAQ","USD","1.00","USD","-"
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Financials","Equity","827,355.25","0.01","827,355.25","23,605.00","35.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSR","FISKER INC CLASS A","Consumer Discretionary","Equity","825,942.96","0.01","825,942.96","41,463.00","19.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CYRX","CRYOPORT INC","Health Care","Equity","825,841.30","0.01","825,841.30","10,183.00","81.10","United States","NASDAQ","USD","1.00","USD","-"
"BOH","BANK OF HAWAII CORP","Financials","Equity","824,537.60","0.01","824,537.60","9,472.00","87.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","823,462.16","0.01","823,462.16","8,978.00","91.72","United States","NASDAQ","USD","1.00","USD","-"
"RETA","REATA PHARMACEUTICALS INC CLASS A","Health Care","Equity","821,214.96","0.01","821,214.96","7,401.00","110.96","United States","NASDAQ","USD","1.00","USD","-"
"LANC","LANCASTER COLONY CORP","Consumer Staples","Equity","821,669.08","0.01","821,669.08","5,101.00","161.08","United States","NASDAQ","USD","1.00","USD","-"
"FSS","FEDERAL SIGNAL CORP","Industrials","Equity","821,380.56","0.01","821,380.56","17,358.00","47.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","818,479.40","0.01","818,479.40","34,246.00","23.90","United States","NASDAQ","USD","1.00","USD","-"
"IGT","INTERNATIONAL GAME TECHNOLOGY PLC","Consumer Discretionary","Equity","817,694.22","0.01","817,694.22","25,347.00","32.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNFI","UNITED NATURAL FOODS INC","Consumer Staples","Equity","816,997.50","0.01","816,997.50","16,505.00","49.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","815,815.72","0.01","815,815.72","10,642.00","76.66","United States","NASDAQ","USD","1.00","USD","-"
"PTCT","PTC THERAPEUTICS INC","Health Care","Equity","810,432.30","0.01","810,432.30","19,986.00","40.55","United States","NASDAQ","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","809,843.60","0.01","809,843.60","23,020.00","35.18","United States","NASDAQ","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","807,309.32","0.01","807,309.32","12,044.00","67.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","803,278.52","0.01","803,278.52","70,961.00","11.32","United States","NASDAQ","USD","1.00","USD","-"
"CNNE","CANNAE HOLDINGS INC","Financials","Equity","802,215.45","0.01","802,215.45","22,377.00","35.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIVI","CIVITAS RESOURCES INC","Energy","Equity","800,930.06","0.01","800,930.06","13,802.00","58.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBP","INSTALLED BUILDING PRODUCTS INC","Consumer Discretionary","Equity","801,200.40","0.01","801,200.40","6,072.00","131.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","801,257.16","0.01","801,257.16","9,174.00","87.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWN","SOUTHWESTERN ENERGY","Energy","Equity","800,559.12","0.01","800,559.12","164,049.00","4.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","800,286.90","0.01","800,286.90","32,466.00","24.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","799,798.83","0.01","799,798.83","9,543.00","83.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMI","BADGER METER INC","Information Technology","Equity","798,168.32","0.01","798,168.32","7,264.00","109.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUVA","NUVASIVE INC","Health Care","Equity","798,654.12","0.01","798,654.12","14,492.00","55.11","United States","NASDAQ","USD","1.00","USD","-"
"XRX","XEROX HOLDINGS CORP","Information Technology","Equity","796,366.14","0.01","796,366.14","40,099.00","19.86","United States","NASDAQ","USD","1.00","USD","-"
"RCM","R1 RCM INC","Health Care","Equity","795,084.80","0.01","795,084.80","31,058.00","25.60","United States","NASDAQ","USD","1.00","USD","-"
"LOB","LIVE OAK BANCSHARES INC","Financials","Equity","794,530.88","0.01","794,530.88","8,536.00","93.08","United States","NASDAQ","USD","1.00","USD","-"
"NARI","INARI MEDICAL INC","Health Care","Equity","793,475.04","0.01","793,475.04","9,133.00","86.88","United States","NASDAQ","USD","1.00","USD","-"
"SBRA","SABRA HEALTH CARE REIT INC","Real Estate","Equity","791,350.65","0.01","791,350.65","54,165.00","14.61","United States","NASDAQ","USD","1.00","USD","-"
"FWRD","FORWARD AIR CORP","Industrials","Equity","790,401.33","0.01","790,401.33","7,389.00","106.97","United States","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN CORP","Utilities","Equity","789,924.30","0.01","789,924.30","13,890.00","56.87","United States","NASDAQ","USD","1.00","USD","-"
"RVLV","REVOLVE GROUP CLASS A INC","Consumer Discretionary","Equity","787,341.72","0.01","787,341.72","9,372.00","84.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAVA","CASSAVA SCIENCES INC","Health Care","Equity","788,490.96","0.01","788,490.96","10,056.00","78.41","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","787,223.81","0.01","787,223.81","15,277.00","51.53","United States","NASDAQ","USD","1.00","USD","-"
"IBTX","INDEPENDENT BANK GROUP INC","Financials","Equity","784,806.63","0.01","784,806.63","10,767.00","72.89","United States","NASDAQ","USD","1.00","USD","-"
"SCL","STEPAN","Materials","Equity","784,151.28","0.01","784,151.28","6,156.00","127.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","782,013.24","0.01","782,013.24","37,292.00","20.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","781,100.19","0.01","781,100.19","38,233.00","20.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDC","MDC HOLDINGS INC","Consumer Discretionary","Equity","777,010.68","0.01","777,010.68","15,006.00","51.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","Financials","Equity","776,115.60","0.01","776,115.60","15,041.00","51.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","775,446.42","0.01","775,446.42","45,966.00","16.87","United States","NASDAQ","USD","1.00","USD","-"
"TBK","TRIUMPH BANCORP INC","Financials","Equity","773,861.67","0.01","773,861.67","6,117.00","126.51","United States","NASDAQ","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","765,785.60","0.01","765,785.60","16,504.00","46.40","United States","NASDAQ","USD","1.00","USD","-"
"EDIT","EDITAS MEDICINE INC","Health Care","Equity","764,637.12","0.01","764,637.12","18,852.00","40.56","United States","NASDAQ","USD","1.00","USD","-"
"HUBG","HUB GROUP INC CLASS A","Industrials","Equity","765,038.04","0.01","765,038.04","9,253.00","82.68","United States","NASDAQ","USD","1.00","USD","-"
"TPH","TRI POINTE HOMES INC","Consumer Discretionary","Equity","765,274.40","0.01","765,274.40","30,248.00","25.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBP","FIRST BANCORP","Financials","Equity","763,517.58","0.01","763,517.58","53,997.00","14.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCII","RENT-A-CENTER INC","Consumer Discretionary","Equity","764,344.32","0.01","764,344.32","17,184.00","44.48","United States","NASDAQ","USD","1.00","USD","-"
"SITM","SITIME CORP","Information Technology","Equity","762,312.50","0.01","762,312.50","3,125.00","243.94","United States","NASDAQ","USD","1.00","USD","-"
"UFS","DOMTAR CORP","Materials","Equity","759,522.72","0.01","759,522.72","14,003.00","54.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","755,105.88","0.01","755,105.88","31,036.00","24.33","United States","NASDAQ","USD","1.00","USD","-"
"KW","KENNEDY WILSON HOLDINGS INC","Real Estate","Equity","755,285.69","0.01","755,285.69","31,963.00","23.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGR","AVANGRID INC","Utilities","Equity","755,005.13","0.01","755,005.13","15,019.00","50.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKLA","NIKOLA","Industrials","Equity","754,062.56","0.01","754,062.56","52,658.00","14.32","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","752,380.20","0.01","752,380.20","31,746.00","23.70","United States","NASDAQ","USD","1.00","USD","-"
"ENR","ENERGIZER HOLDINGS INC","Consumer Staples","Equity","750,414.30","0.01","750,414.30","19,466.00","38.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESGR","ENSTAR GROUP LTD","Financials","Equity","750,038.92","0.01","750,038.92","3,169.00","236.68","United States","NASDAQ","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","Information Technology","Equity","748,444.20","0.01","748,444.20","11,039.00","67.80","United States","NASDAQ","USD","1.00","USD","-"
"MGEE","MGE ENERGY INC","Utilities","Equity","747,633.66","0.01","747,633.66","9,574.00","78.09","United States","NASDAQ","USD","1.00","USD","-"
"KTOS","KRATOS DEFENSE AND SECURITY SOLUTI","Industrials","Equity","747,838.44","0.01","747,838.44","33,732.00","22.17","United States","NASDAQ","USD","1.00","USD","-"
"UCBI","UNITED COMMUNITY BANKS INC","Financials","Equity","747,258.50","0.01","747,258.50","20,815.00","35.90","United States","NASDAQ","USD","1.00","USD","-"
"DOOR","MASONITE INTERNATIONAL CORP","Industrials","Equity","746,062.50","0.01","746,062.50","6,250.00","119.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","745,932.81","0.01","745,932.81","9,793.00","76.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSTK","SHUTTERSTOCK INC","Consumer Discretionary","Equity","745,169.10","0.01","745,169.10","6,085.00","122.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPI","EXP WORLD HOLDINGS INC","Real Estate","Equity","741,734.79","0.01","741,734.79","16,363.00","45.33","United States","NASDAQ","USD","1.00","USD","-"
"SWCH","SWITCH INC CLASS A","Information Technology","Equity","742,104.00","0.01","742,104.00","30,921.00","24.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIGC","BIGCOMMERCE HOLDINGS INC SERIES","Information Technology","Equity","742,214.20","0.01","742,214.20","11,830.00","62.74","United States","NASDAQ","USD","1.00","USD","-"
"ZNTL","ZENTALIS PHARMACEUTICALS INC","Health Care","Equity","739,372.70","0.01","739,372.70","9,467.00","78.10","United States","NASDAQ","USD","1.00","USD","-"
"YELP","YELP INC","Communication","Equity","735,993.25","0.01","735,993.25","18,925.00","38.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNF","UNIFIRST CORP","Industrials","Equity","732,742.08","0.01","732,742.08","3,552.00","206.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SC","SANTANDER CONSUMER USA HOLDINGS IN","Financials","Equity","729,535.40","0.01","729,535.40","17,453.00","41.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WIRE","ENCORE WIRE CORP","Industrials","Equity","729,454.00","0.01","729,454.00","5,137.00","142.00","United States","NASDAQ","USD","1.00","USD","-"
"PDCO","PATTERSON COMPANIES INC","Health Care","Equity","726,265.89","0.01","726,265.89","21,751.00","33.39","United States","NASDAQ","USD","1.00","USD","-"
"AVA","AVISTA CORP","Utilities","Equity","723,162.24","0.01","723,162.24","18,016.00","40.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXNX","AXONICS INC","Health Care","Equity","721,644.00","0.01","721,644.00","10,934.00","66.00","United States","NASDAQ","USD","1.00","USD","-"
"MED","MEDIFAST INC","Consumer Staples","Equity","721,188.00","0.01","721,188.00","3,216.00","224.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARRY","ARRAY TECHNOLOGIES INC","Industrials","Equity","720,567.42","0.01","720,567.42","33,406.00","21.57","United States","NASDAQ","USD","1.00","USD","-"
"SANM","SANMINA CORP","Information Technology","Equity","720,734.48","0.01","720,734.48","18,182.00","39.64","United States","NASDAQ","USD","1.00","USD","-"
"WLL","WHITING PETROLEUM CORP","Energy","Equity","718,195.14","0.01","718,195.14","10,257.00","70.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNTV","MOMENTIVE GLOBAL INC","Information Technology","Equity","718,451.37","0.01","718,451.37","32,319.00","22.23","United States","NASDAQ","USD","1.00","USD","-"
"ACA","ARCOSA INC","Industrials","Equity","718,216.32","0.01","718,216.32","12,899.00","55.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHPT","CHARGEPOINT HOLDINGS INC CLASS A","Industrials","Equity","718,002.56","0.01","718,002.56","27,808.00","25.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVBF","CVB FINANCIAL CORP","Financials","Equity","716,905.59","0.01","716,905.59","34,583.00","20.73","United States","NASDAQ","USD","1.00","USD","-"
"ALGT","ALLEGIANT TRAVEL","Industrials","Equity","715,793.49","0.01","715,793.49","3,699.00","193.51","United States","NASDAQ","USD","1.00","USD","-"
"UNIT","UNITI GROUP INC","Real Estate","Equity","715,538.61","0.01","715,538.61","52,191.00","13.71","United States","NASDAQ","USD","1.00","USD","-"
"VSTO","VISTA OUTDOOR INC","Consumer Discretionary","Equity","712,243.26","0.01","712,243.26","15,966.00","44.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","713,342.24","0.01","713,342.24","26,381.00","27.04","United States","NASDAQ","USD","1.00","USD","-"
"AGIO","AGIOS PHARMACEUTICALS INC","Health Care","Equity","713,379.84","0.01","713,379.84","16,392.00","43.52","United States","NASDAQ","USD","1.00","USD","-"
"BDC","BELDEN INC","Information Technology","Equity","709,767.08","0.01","709,767.08","10,772.00","65.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Information Technology","Equity","710,168.25","0.01","710,168.25","16,225.00","43.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDLX","CARDLYTICS INC","Communication","Equity","708,529.00","0.01","708,529.00","7,961.00","89.00","United States","NASDAQ","USD","1.00","USD","-"
"FBC","FLAGSTAR BANCORP INC","Financials","Equity","708,662.08","0.01","708,662.08","14,392.00","49.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","707,781.25","0.01","707,781.25","19,525.00","36.25","United States","NASDAQ","USD","1.00","USD","-"
"CVCO","CAVCO INDUSTRIES INC","Consumer Discretionary","Equity","708,140.07","0.01","708,140.07","2,403.00","294.69","United States","NASDAQ","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","708,067.27","0.01","708,067.27","45,889.00","15.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRC","BRADY NONVOTING CORP CLASS A","Industrials","Equity","706,895.97","0.01","706,895.97","12,827.00","55.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","705,941.44","0.01","705,941.44","8,044.00","87.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTTR","OTTER TAIL CORP","Utilities","Equity","705,357.45","0.01","705,357.45","10,663.00","66.15","United States","NASDAQ","USD","1.00","USD","-"
